品种代码,合约类型,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,持有天数,分位数计算回望窗口,分位数参数组合,均线参数组合,均线,分位数
M,虚值一档,0.376290629682088,0.0338719363710659,0.0900153596694206,0.0923062724486041,0.3669516217321606,inf,20,"(0.5, 0.5)","(2, 5)",True,False
M,平值期权,0.3092189657354067,0.0316646575501724,0.1024020550449267,0.1058595869434007,0.2991194134084654,inf,20,"(0.5, 0.5)","(2, 5)",True,False
P,虚值一档,0.2056621600986145,0.040996589051605,0.1993394848714381,0.2629861069712772,0.1558888015939283,inf,20,"(0.5, 0.5)","(2, 5)",True,False
P,平值期权,0.1733051280727777,0.0327405900660473,0.1889187609745644,0.2682513466499474,0.1220519131587882,inf,20,"(0.5, 0.5)","(2, 5)",True,False
PG,虚值一档,-0.3313341545304828,-0.0601271009959849,0.1814696739646055,0.2670827752926094,-0.2251253414980099,inf,20,"(0.5, 0.5)","(2, 5)",True,False
PG,平值期权,-0.282748342211868,-0.054561690501278,0.1929690907273086,0.2987190672836016,-0.1826521855381853,inf,20,"(0.5, 0.5)","(2, 5)",True,False
PP,虚值一档,1.5911892809189514,0.1450706821319709,0.0911712288862259,0.0446868932884206,3.246381018157775,inf,20,"(0.5, 0.5)","(2, 5)",True,False
PP,平值期权,1.4770940137744388,0.1519464044665618,0.1028684721822756,0.0590271522261196,2.574178132200746,inf,20,"(0.5, 0.5)","(2, 5)",True,False
RB,虚值一档,1.205223506483628,0.0692935613056462,0.0574943659270452,0.0174607288388664,3.968537736603727,inf,20,"(0.5, 0.5)","(2, 5)",True,False
RB,平值期权,1.0225804258132236,0.0641096297746022,0.0626939731646222,0.0184415335936573,3.4763719323566376,inf,20,"(0.5, 0.5)","(2, 5)",True,False
RU,虚值一档,0.4010791979122098,0.0414417966688285,0.1033257194203811,0.1709285907539373,0.2424509351304875,inf,20,"(0.5, 0.5)","(2, 5)",True,False
RU,平值期权,0.3309691298141545,0.037522162009969,0.1133705793982613,0.2036450889384518,0.1842527222510605,inf,20,"(0.5, 0.5)","(2, 5)",True,False
SC,虚值一档,0.5002277760797027,0.0989597463184395,0.197829371039708,0.1890157998002399,0.5235527740169045,inf,20,"(0.5, 0.5)","(2, 5)",True,False
SC,平值期权,0.6648430340577842,0.1478304925684826,0.2223539767969263,0.1723855523599573,0.8575573216240221,inf,20,"(0.5, 0.5)","(2, 5)",True,False
V,虚值一档,0.0292324778164333,0.0039829754161297,0.136251721155526,0.1719829498505074,0.0231591295508764,inf,20,"(0.5, 0.5)","(2, 5)",True,False
V,平值期权,0.0302980161347501,0.0044829206275642,0.1479608634316666,0.1879561923327076,0.023850880207388,inf,20,"(0.5, 0.5)","(2, 5)",True,False
Y,虚值一档,-1.959225258455522,-0.206245681556608,0.1052689988894863,0.1217303197600743,-1.694283576705542,inf,20,"(0.5, 0.5)","(2, 5)",True,False
Y,平值期权,-1.4500743632859148,-0.1772987932989766,0.1222687593050138,0.1059414786566157,-1.6735540748269977,inf,20,"(0.5, 0.5)","(2, 5)",True,False
ZN,虚值一档,-0.4886597525017956,-0.0604489829835496,0.1237036254245791,0.1830531369189697,-0.3302264249659268,inf,20,"(0.5, 0.5)","(2, 5)",True,False
ZN,平值期权,-0.4316875202836805,-0.0624484803671396,0.1446613057660365,0.1974056902993355,-0.3163458979953722,inf,20,"(0.5, 0.5)","(2, 5)",True,False
