品种代码,合约类型,年化夏普比率,年化收益率,波动率,最大回撤率,卡玛比率,持有天数,分位数计算回望窗口,分位数参数组合
C,虚值一档,0.6887811699061297,0.0209515751598951,0.0304183332461752,0.0284065763482667,0.7375607290025833,3,20,"(0.9, 0.1)"
C,平值期权,0.9309990608376756,0.0337094554713056,0.0362078297275351,0.0296700566407253,1.136143954138458,3,20,"(0.9, 0.1)"
CU,虚值一档,-0.8787648475436952,-0.0521907698246002,0.0593910532157524,0.1271751783835183,-0.4103848761053835,3,20,"(0.9, 0.1)"
CU,平值期权,-0.9399116713089806,-0.0671641847075048,0.0714579749967013,0.1647615346529402,-0.4076448113267579,3,20,"(0.9, 0.1)"
I,虚值一档,-0.2181664311739359,-0.0324374632561593,0.1486821922218552,0.2578556458811935,-0.1257969867028034,3,20,"(0.9, 0.1)"
I,平值期权,-0.1336970278438632,-0.0209467435922128,0.156673218021535,0.2597442108882136,-0.0806437360839879,3,20,"(0.9, 0.1)"
L,虚值一档,0.6281772867206359,0.0333595553865824,0.0531053192972545,0.0434632638498574,0.7675345206890585,3,20,"(0.9, 0.1)"
L,平值期权,0.7461348770506607,0.0422996502418723,0.0566916941466071,0.0353956712711173,1.1950515055322226,3,20,"(0.9, 0.1)"
M,虚值一档,-0.6405276598961851,-0.0379801174856215,0.0592950466678944,0.1436126056285435,-0.2644622825370759,3,20,"(0.9, 0.1)"
M,平值期权,-0.6292604471401638,-0.043622886527618,0.0693240560818234,0.1520300121679669,-0.2869360194447806,3,20,"(0.9, 0.1)"
P,虚值一档,-1.2814277023902028,-0.1678845223028855,0.1310136514059562,0.3317378736654642,-0.5060758376723242,3,20,"(0.9, 0.1)"
P,平值期权,-1.098356597601953,-0.129160333963677,0.1175941713699115,0.2834143507713872,-0.4557296891005446,3,20,"(0.9, 0.1)"
PG,虚值一档,0.7660946166466712,0.0767155011643961,0.1001384156701076,0.1072277502257041,0.7154444721904294,3,20,"(0.9, 0.1)"
PG,平值期权,0.7417850708081793,0.0794108257623752,0.1070536856125409,0.1227106290887209,0.647138934516915,3,20,"(0.9, 0.1)"
PP,虚值一档,1.125863911896332,0.0813161265846365,0.0722255378517932,0.0548016586841206,1.483826010693335,3,20,"(0.9, 0.1)"
PP,平值期权,1.1371095639851805,0.1038966825317837,0.0913691044578513,0.0771646900930542,1.3464277820139348,3,20,"(0.9, 0.1)"
RB,虚值一档,0.1681856363712733,0.0056069288964431,0.0333377392827158,0.0087309637108714,0.6421890048015699,3,20,"(0.9, 0.1)"
RB,平值期权,0.0674466249718429,0.00234159528412,0.0347177532618949,0.0109461684261126,0.2139191718020721,3,20,"(0.9, 0.1)"
RU,虚值一档,0.4259589493980504,0.0291166975004176,0.068355642114256,0.1148414115041608,0.2535383109546917,3,20,"(0.9, 0.1)"
RU,平值期权,0.6737186071865657,0.0514231286564512,0.0763273095145658,0.1134141895777123,0.4534100084647315,3,20,"(0.9, 0.1)"
SC,虚值一档,1.0044195016293866,0.1258032443452525,0.1252497030784172,0.0991093453181688,1.2693378605356411,3,20,"(0.9, 0.1)"
SC,平值期权,1.2853910367362624,0.1916927730094024,0.1491318731272078,0.0904450230261321,2.1194397059749432,3,20,"(0.9, 0.1)"
V,虚值一档,0.3137126206548086,0.0266085063786506,0.0848180934611781,0.0921799107924148,0.2886584088649412,3,20,"(0.9, 0.1)"
V,平值期权,0.3938261077300824,0.0368328735047217,0.0935257281875429,0.0954595736052466,0.3858478737505834,3,20,"(0.9, 0.1)"
Y,虚值一档,-0.5117733656683828,-0.0302222924213681,0.0590540548781733,0.0414808433250566,-0.7285843295069243,3,20,"(0.9, 0.1)"
Y,平值期权,-0.7085801951619142,-0.0509881817714018,0.0719582372179492,0.0528421730068456,-0.9649145534722104,3,20,"(0.9, 0.1)"
ZN,虚值一档,0.2701313722339294,0.0212000862775048,0.078480652218158,0.1049155788925709,0.2020680484374279,3,20,"(0.9, 0.1)"
ZN,平值期权,0.479921353859066,0.0433302134951424,0.0902860711379532,0.1119911136971141,0.3869076042259148,3,20,"(0.9, 0.1)"
A,虚值一档,1.1458973985733008,0.0481294947560578,0.0420015743259226,0.0128565104099529,3.743589296112428,5,20,"(0.9, 0.1)"
A,平值期权,2.0848599704220843,0.1011147046749477,0.0484995184853958,0.0129847153013361,7.78720998715642,5,20,"(0.9, 0.1)"
AG,虚值一档,2.019182569604927,0.0608215309430271,0.0301218581512059,0.008257843993999,7.365303944616258,5,20,"(0.9, 0.1)"
AG,平值期权,1.9077474163365693,0.0652973888701395,0.0342274812226083,0.0098292380875179,6.643179083540601,5,20,"(0.9, 0.1)"
AL,虚值一档,0.6042456320700305,0.0543118878681379,0.0898837906069353,0.0641472951013149,0.8466746381489219,5,20,"(0.9, 0.1)"
AL,平值期权,0.3440032701207811,0.0350436687139583,0.1018701615878662,0.0809893566037587,0.4326947414264552,5,20,"(0.9, 0.1)"
AU,虚值一档,1.6407022421913042,0.0651945006581871,0.0397357296050952,0.0368787953254781,1.7678045088730647,5,20,"(0.9, 0.1)"
AU,平值期权,1.7170864968197652,0.0756799173385796,0.0440746097990679,0.0396269447453528,1.909809545623745,5,20,"(0.9, 0.1)"
B,虚值一档,0.6441655526805171,0.0474820719170276,0.073710976501994,0.0208538095135362,2.27690158415454,5,20,"(0.9, 0.1)"
B,平值期权,0.9092980836494714,0.0775539051022131,0.0852898587347179,0.0271066214672803,2.861068657922796,5,20,"(0.9, 0.1)"
C,虚值一档,1.2190643003177704,0.0423675905529214,0.0347541885541866,0.0248905171453578,1.7021579063825565,5,20,"(0.9, 0.1)"
C,平值期权,1.3304507281271216,0.0549742778356057,0.0413200403993864,0.0291993304593047,1.882723917667346,5,20,"(0.9, 0.1)"
CU,虚值一档,-1.064365072446371,-0.0787932035569015,0.0740283626329457,0.1730161346651785,-0.4554095703812967,5,20,"(0.9, 0.1)"
CU,平值期权,-1.1322415991418415,-0.0969823542862878,0.0856551767394817,0.2110057357763561,-0.4596195166423291,5,20,"(0.9, 0.1)"
I,虚值一档,-0.249663973623874,-0.0420722836207776,0.1685156372787719,0.3622777300241009,-0.1161326798033617,5,20,"(0.9, 0.1)"
I,平值期权,-0.2316364494664349,-0.0420626513212333,0.1815890867699058,0.3814431281452313,-0.1102724055503717,5,20,"(0.9, 0.1)"
L,虚值一档,0.8988401966539655,0.0589416481651728,0.0655752250339825,0.0779681169820112,0.7559711641974356,5,20,"(0.9, 0.1)"
L,平值期权,0.9484530372094004,0.069901751723071,0.0737008043421321,0.0738291108231157,0.9468047352018892,5,20,"(0.9, 0.1)"
M,虚值一档,-1.048565690777128,-0.0878199094186515,0.0837524155053797,0.2366012402097468,-0.3711726504087605,5,20,"(0.9, 0.1)"
M,平值期权,-1.0337744861092055,-0.0976117660255105,0.094422688252725,0.2641726178243261,-0.3694999384471485,5,20,"(0.9, 0.1)"
P,虚值一档,-0.0578238686789352,-0.0095518056445207,0.1651879381775161,0.2100881386553191,-0.0454657064680454,5,20,"(0.9, 0.1)"
P,平值期权,0.0373695948758289,0.0049442073097487,0.1323056170712386,0.1769182148490268,0.0279462875768212,5,20,"(0.9, 0.1)"
PG,虚值一档,0.8183386614148722,0.0949541186008712,0.1160327906745841,0.0897891090555906,1.0575237865661729,5,20,"(0.9, 0.1)"
PG,平值期权,1.2690968218862997,0.1522450572998225,0.119963311446589,0.06927410972167,2.1977194353202623,5,20,"(0.9, 0.1)"
PP,虚值一档,1.4296333358514206,0.1064339065619942,0.0744483944889319,0.0344385074257154,3.090549344845285,5,20,"(0.9, 0.1)"
PP,平值期权,1.3791571913287026,0.1189583412963992,0.0862543748053786,0.0419272806516544,2.8372539179143086,5,20,"(0.9, 0.1)"
RB,虚值一档,0.4547066344830861,0.0195556306491914,0.0430071372752729,0.0174369565485861,1.1215048104697545,5,20,"(0.9, 0.1)"
RB,平值期权,0.3182224901946868,0.0143605615850225,0.045127425079971,0.0173316500305651,0.8285744034582425,5,20,"(0.9, 0.1)"
RU,虚值一档,0.7138924328935217,0.058801700708563,0.0823677321669179,0.0709630876617896,0.8286237626639388,5,20,"(0.9, 0.1)"
RU,平值期权,0.7100118850381173,0.0652373259640377,0.0918820196376507,0.0727737202861761,0.8964407166144287,5,20,"(0.9, 0.1)"
SC,虚值一档,-0.1093395458953389,-0.0152895012611045,0.1398350536021052,0.1348709353901246,-0.1133639446992675,5,20,"(0.9, 0.1)"
SC,平值期权,-0.0301542888789705,-0.00515678969108,0.1710134737973002,0.1475778234221085,-0.0349428496199619,5,20,"(0.9, 0.1)"
V,虚值一档,-0.2073176332087645,-0.0206382626421583,0.0995489979445021,0.1586867757395854,-0.1300566007845983,5,20,"(0.9, 0.1)"
V,平值期权,-0.4661951426944034,-0.0534802060999437,0.1147163520212836,0.2319466651916282,-0.2305711360659564,5,20,"(0.9, 0.1)"
Y,虚值一档,-2.0913052458997208,-0.132939484894883,0.0635677097618955,0.0928254406525478,-1.4321449374259902,5,20,"(0.9, 0.1)"
Y,平值期权,-2.31152946174552,-0.1677807111812259,0.0725842841105424,0.1099691706153861,-1.5257067980264571,5,20,"(0.9, 0.1)"
ZN,虚值一档,-0.3520286627115659,-0.030463996664989,0.0865383984086253,0.1827588135178279,-0.1666896171987751,5,20,"(0.9, 0.1)"
ZN,平值期权,-0.190415021015204,-0.0189056236571979,0.0992864090049305,0.187706593362255,-0.1007190174759179,5,20,"(0.9, 0.1)"
